Num_Ticket,ClienteDNI,id_ruta,AgenciaNombre,BusPlaca,Fecha_viaje
6092,70001262,Pun-Hua,Máncora,065g159lex,2018-8-14
6093,70000419,Pas-Lam,Lima,331l266kah,2018-7-20
6094,70000232,Tac-Lor,Los Organos,d59jh0w72d,2018-1-27
6095,70001220,Ama-Apu,Los Organos,2bgv82r5g0,2018-11-2
6096,70000977,Cus-Lim,Piura Terminal,84j3ma2c52,2018-5-28
6097,70000839,La -Tac,Terrapuerto Trujillo,1vend7tmjs,2018-10-10
6098,70001573,Hua-Ica,Talara,104302lo69,2018-9-13
6099,70001501,Lor-Lim,Paita Terminal,0r20h63phi,2018-12-27
6100,70001499,Tum-Caj,Los Organos,o38v56p26t,2018-9-5
6101,70001310,Pas-San,Talara,06g352652l,2018-4-25
6102,70000313,Lam-Mad,Máncora,4bnv687l2d,2018-11-17
6103,70000639,Ica-Tum,Talara,si5o217v21,2018-2-7
6104,70000841,Ica-Ama,Oficina Juan Pablo,h776x350k5,2018-8-3
6105,70000454,Pas-Apu,Terrapuerto Trujillo,ov7da8310c,2018-8-19
6106,70001757,Pun-Hua,Sullana,s325767n8h,2018-8-19
6107,70001302,Moq-Caj,Tumbes,q163d18kg4,2018-7-28
6108,70000497,Ica-Hua,Oficina Bolivar,nqsj6q740o,2018-8-28
6109,70000001,Piu-Ama,Paita,79a05e5k48,2018-6-13
6110,70000814,Lam-Lim,Plaza Norte,305c27c51k,2018-5-4
6111,70001391,Lim-Lor,Máncora,07sx26k5np,2018-3-28
6112,70000981,Tac-Lam,Piura Terminal,252ao657ih,2018-6-11
6113,70000049,Pun-Caj,Lima,rl68wqc772,2018-11-28
6114,70000210,Lam-Uca,Chimbote,ejc298g24e,2018-8-6
6115,70001072,San-Piu,Chimbote,ejc298g24e,2018-3-14
6116,70000686,Piu-Hua,Piura Terminal,77va64597f,2018-10-9
6117,70000638,Caj-Pas,Piura Terminal,kvrsqmcj23,2018-2-23
6118,70000296,Piu-Caj,Paita,1a827511r5,2018-7-8
6119,70001831,Uca-Pun,Plaza Norte,7fapp9hq35,2018-5-22
6120,70000353,Apu-Cal,Paita,2e5q542o8o,2018-4-18
6121,70000019,Hua-Lim,Máncora,71d91ih8jr,2018-6-5
6122,70000430,Caj-Lim,Sullana,xv384q1px3,2018-2-25
6123,70000877,Caj-Lim,Máncora,d6jvv30s5b,2018-6-5
6124,70000074,Pas-San,Paita Terminal,9top504c39,2018-6-14
6125,70000310,Pas-Apu,Máncora,xx3f5e5w78,2018-6-13
6126,70001455,Are-Lam,Paita,v8u85t5e4t,2018-7-20
6127,70001519,Jun-San,Los Organos,252ao657ih,2018-12-5
6128,70000718,Moq-Caj,Chiclayo,spwsuer7w3,2018-8-12
6129,70001237,Ama-Moq,Tumbes,7ghjtc40d6,2018-8-6
6130,70001699,Anc-Moq,Oficina Bolivar,1m03h21vbx,2018-4-26
6131,70000216,Pun-Jun,Chiclayo,l6s2o233he,2018-9-12
6132,70001418,Cus-Piu,Terrapuerto Trujillo,uv85k371gd,2018-10-19
6133,70000230,Piu-San,Piura Terminal,s5n179w78v,2018-1-19
6134,70001047,Cal-Ama,Máncora,us5c82pmmp,2018-4-4
6135,70000757,Pun-Moq,Sullana,0pie5g6678,2018-3-21
6136,70000302,Lam-Cal,Oficina Bolivar,h776x350k5,2018-2-15
6137,70000375,Caj-Pas,Paita Terminal,734a1tg86v,2018-10-4
6138,70001361,Anc-Piu,Lima,p9wqleqe3j,2018-4-20
6139,70001643,Caj-Pas,Máncora,8kxitb16v3,2018-4-16
6140,70000127,Mad-Ama,Piura Terminal,ef54p83ua1,2018-11-8
6141,70001640,Anc-Pas,Paita,lvld9x4v9j,2018-1-16
6142,70001980,Uca-Jun,Paita,5i8n8n2m1s,2018-12-13
6143,70001322,Cal-Tac,Oficina Bolivar,688907nr8c,2018-2-24
6144,70000116,Ama-Moq,Los Organos,ak0u9n6882,2018-4-6
6145,70001895,Lam-Anc,Oficina Juan Pablo,6knuao812p,2018-3-1
6146,70000863,Lam-Lim,Sullana,k3n33u5068,2018-5-10
6147,70000755,Are-Pun,Oficina Bolivar,i72a58q142,2018-8-21
6148,70000211,Lor-Anc,Los Organos,vt0dhiov0u,2018-7-2
6149,70001150,Aya-Pun,Oficina Juan Pablo,n3sl621487,2018-11-6
6150,70001558,Are-Pun,Chiclayo,v6564wth48,2018-6-19
6151,70000780,Are-Pun,Talara,305c27c51k,2018-6-10
6152,70001574,Hua-Ama,Plaza Norte,j5w366l0x5,2018-12-2
6153,70000283,Pun-Pas,Sullana,uc3742l492,2018-2-2
6154,70001521,Pun-Piu,Sullana,0660ih8a2g,2018-9-7
6155,70000055,Mad-Cal,Oficina Bolivar,7dudc1mrak,2018-8-6
6156,70000949,Apu-Caj,Máncora,si5o217v21,2018-10-24
6157,70000454,Piu-Anc,Talara,7d1rv2786b,2018-7-23
6158,70001366,Mad-Ama,Lima,rcl4c2nrm3,2018-5-18
6159,70000406,Piu-Ama,Lima,f86l51iie2,2018-9-18
6160,70000265,La -Tum,Oficina Bolivar,uv85k371gd,2018-3-9
6161,70000706,Caj-Pun,Oficina Juan Pablo,0c90i69p9l,2018-10-10
6162,70001379,Lor-Mad,Plaza Norte,xv384q1px3,2018-9-7
6163,70000313,Pun-Jun,Paita,9n93as50dk,2018-8-24
6164,70000627,Aya-Cus,Oficina Bolivar,ov7da8310c,2018-5-6
6165,70000806,Pas-Lor,Plaza Norte,7l71ox93wb,2018-3-16
6166,70000314,Are-Pun,Máncora,d59jh0w72d,2018-10-16
6167,70001367,Uca-Moq,Chimbote,g535r4k8k8,2018-8-8
6168,70001809,Uca-Hua,Paita,p68h0f6u4q,2018-4-9
6169,70001256,Pun-Hua,Paita Terminal,jmkrkq326r,2018-12-22
6170,70001154,Lor-Mad,Terrapuerto Trujillo,w5894qpfx3,2018-12-25
6171,70000413,Apu-Ica,Chiclayo,8wg639135m,2018-1-3
6172,70001535,Aya-Lam,Talara,7o98u20vf5,2018-12-19
6173,70001589,Uca-Moq,Piura Terminal,5i8n8n2m1s,2018-2-11
6174,70000410,Ica-La ,Chimbote,1e35dn63e7,2018-11-8
6175,70001989,Mad-Jun,Plaza Norte,u84i081820,2018-4-9
6176,70001680,Pun-Moq,Chiclayo,1p2ojc4782,2018-5-15
6177,70000523,Pas-Pun,Chiclayo,16t27se315,2018-11-23
6178,70001076,Uca-Apu,Sullana,g9q5p55g0o,2018-3-13
6179,70001597,Pas-Cus,Oficina Juan Pablo,97trp9r458,2018-10-25
6180,70001389,La -Lim,Chimbote,5a9n657gj1,2018-7-17
6181,70001861,Uca-Pun,Sullana,7pxbh2ao74,2018-1-14
6182,70001406,Pun-Are,Chimbote,1m03h21vbx,2018-11-12
6183,70001838,Mad-Lim,Oficina Bolivar,d8672pva38,2018-10-23
6184,70000442,Tac-Jun,Paita Terminal,8wg639135m,2018-4-13
6185,70001652,Ica-Uca,Chiclayo,r8vb1q14md,2018-7-10
6186,70000369,Lam-Uca,Oficina Juan Pablo,ug1499s380,2018-12-1
6187,70000091,Hua-Ica,Paita Terminal,3e7837819b,2018-6-27
6188,70000719,Are-Pas,Terrapuerto Trujillo,njpwo5p610,2018-2-6
6189,70001397,Pas-Pun,Chiclayo,7r63c4vx46,2018-8-4
6190,70000284,Ama-Moq,Talara,9n920an203,2018-10-22
6191,70001219,Jun-Ama,Lima,s55r9t97hd,2018-10-1
6192,70000732,Tum-Caj,Los Organos,s3xu80bsbc,2018-1-19
6193,70001055,Tac-Lim,Paita Terminal,8ivs2c3n91,2018-3-25
6194,70000469,Are-La ,Paita,pqm32bu7h6,2018-4-28
6195,70000743,Mad-Lim,Oficina Juan Pablo,718wk2cji8,2018-7-17
6196,70000916,Lam-Cal,Talara,6bw12d938l,2018-6-21
6197,70000657,Piu-Are,Tumbes,kv87dx89d0,2018-6-17
6198,70000549,Uca-Pun,Lima,x68ibbkd52,2018-5-11
6199,70001651,Tac-San,Paita,6m9s9ju86m,2018-10-14
6200,70000014,Ama-Hua,Chimbote,11wh23nkdi,2018-9-4
6201,70001349,Tum-Cus,Paita,ba272drcm3,2018-7-6
6202,70000649,San-Cal,Talara,376umd01hh,2018-3-25
6203,70000142,Tac-Lor,Plaza Norte,it08sd1vhc,2018-11-1
6204,70000381,Lam-Aya,Paita Terminal,qf75w73nms,2018-2-4
6205,70001004,Tum-Cus,Chimbote,vptjb6p359,2018-9-13
6206,70000260,Jun-Tum,Tumbes,wlh4soo3qt,2018-7-23
6207,70001474,Hua-Lim,Máncora,ddgs15wsu1,2018-3-25
6208,70001409,Anc-Cus,Piura Terminal,p6ce4xx830,2018-8-6
6209,70000694,Apu-San,Chimbote,6bv05vcsk8,2018-8-9
6210,70000314,Ica-Pas,Tumbes,cm9fx97osb,2018-6-4
6211,70000818,Caj-Cal,Tumbes,t890pb824o,2018-3-4
6212,70000109,Aya-Are,Máncora,td65vtw15f,2018-11-22
6213,70000075,Are-Lam,Oficina Juan Pablo,sw496npf9v,2018-1-22
6214,70001628,Moq-Ica,Plaza Norte,8kxitb16v3,2018-7-5
6215,70000328,Hua-Tum,Tumbes,hi62nuc53k,2018-8-25
6216,70001679,Moq-Caj,Sullana,d8o39xg36k,2018-9-13
6217,70001583,Hua-Hua,Paita Terminal,nqsj6q740o,2018-6-20
6218,70001784,Lor-Caj,Terrapuerto Trujillo,5857xnnndq,2018-4-16
6219,70001619,Mad-Cal,Oficina Bolivar,s5n179w78v,2018-8-4
6220,70001168,Ama-Tac,Chimbote,6041o60k53,2018-11-28
6221,70001616,Aya-Lam,Paita,252ao657ih,2018-10-18
6222,70001867,Piu-Hua,Terrapuerto Trujillo,7geje1710t,2018-9-21
6223,70001428,Pas-Lam,Piura Terminal,5pc7102spg,2018-8-6
6224,70000517,Pun-Moq,Oficina Juan Pablo,p300x6im5f,2018-8-8
6225,70001290,San-Piu,Paita Terminal,ghvt75unt5,2018-4-18
6226,70000117,Ica-Pas,Talara,4bnv687l2d,2018-7-9
6227,70000271,Pas-Ica,Talara,rv275865qs,2018-3-22
6228,70000110,Mad-Jun,Los Organos,kf8b8uas91,2018-1-9
6229,70001673,Ica-Uca,Terrapuerto Trujillo,q5v3r7db08,2018-2-15
6230,70000529,San-Uca,Piura Terminal,2n4339hb7q,2018-7-22
6231,70000620,Aya-Cus,Lima,275109e44l,2018-10-16
6232,70000379,Lam-Caj,Tumbes,868p0f70ee,2018-7-20
6233,70000961,Tum-Aya,Terrapuerto Trujillo,45t39son1x,2018-2-18
6234,70000495,Apu-Are,Talara,d59jh0w72d,2018-8-9
6235,70001704,Moq-Piu,Chiclayo,shj60h024u,2018-9-19
6236,70000546,Mad-Caj,Máncora,x68ibbkd52,2018-8-24
6237,70000375,Tum-Cus,Chimbote,o38v56p26t,2018-11-27
6238,70001803,Tac-Lor,Los Organos,57838q07w8,2018-7-9
6239,70001597,Anc-Piu,Paita Terminal,icg3nl5ln5,2018-12-26
6240,70000173,Piu-Ica,Tumbes,0r20h63phi,2018-9-23
6241,70000975,Piu-Ama,Oficina Bolivar,e1809vv0hl,2018-11-19
6242,70001868,Apu-Ica,Lima,hj4fwtgbd6,2018-2-12
6243,70001525,Tac-San,Oficina Bolivar,s4nau97lws,2018-1-17
6244,70000636,Ama-Tac,Oficina Juan Pablo,14ueq50pi0,2018-8-17
6245,70000144,Cal-Lim,Paita Terminal,27l9c0029j,2018-3-9
6246,70000304,Moq-Caj,Plaza Norte,w5894qpfx3,2018-7-6
6247,70000040,Anc-Moq,Paita,64r652q79v,2018-3-25
6248,70001508,Are-Ama,Paita Terminal,ghvt75unt5,2018-9-6
6249,70001831,Uca-San,Paita,fa340x9pxl,2018-4-19
6250,70001281,Pas-San,Máncora,spwsuer7w3,2018-2-14
6251,70000592,Hua-Cus,Chimbote,rl68wqc772,2018-12-2
6252,70001829,Ica-Hua,Chiclayo,2bgv82r5g0,2018-2-26
6253,70001256,Ica-Uca,Oficina Bolivar,s325767n8h,2018-8-26
6254,70000223,Lam-La ,Sullana,5857xnnndq,2018-12-17
6255,70000197,Apu-Pas,Tumbes,h776x350k5,2018-1-25
6256,70000113,Uca-Jun,Sullana,9m1q339f49,2018-9-2
6257,70000288,Ica-Tum,Paita,0362f1qdg7,2018-2-11
6258,70001913,Caj-San,Oficina Bolivar,7l71ox93wb,2018-12-7
6259,70000339,Ica-Ama,Oficina Juan Pablo,nc925g1c9x,2018-10-5
6260,70000573,Lam-Uca,Chimbote,4nv4ki42sd,2018-3-9
6261,70001745,Ama-Uca,Oficina Bolivar,ejc298g24e,2018-3-27
6262,70001644,Anc-Moq,Plaza Norte,n3sl621487,2018-8-14
6263,70001963,Pas-Ica,Talara,i0mq4q355f,2018-4-19
6264,70000904,Caj-Cal,Talara,74dkmqp92p,2018-4-27
6265,70001429,Pun-Are,Talara,94d6q30p39,2018-11-11
6266,70000350,Caj-Pas,Talara,44ainf00e8,2018-7-24
6267,70000089,Lor-Anc,Oficina Bolivar,g2ta7ebu06,2018-4-18
6268,70001646,Hua-Tum,Talara,0r20h63phi,2018-9-6
6269,70000723,Piu-San,Paita Terminal,dr3k6es98x,2018-7-24
6270,70001474,Pun-Lor,Paita,wqp5jf976a,2018-10-15
6271,70001812,Ica-La ,Paita,xu270n95gn,2018-4-21
6272,70001897,Tum-Hua,Oficina Bolivar,5kbl0v7j09,2018-10-7
6273,70000017,Uca-Tum,Máncora,el802l4e8r,2018-1-6
6274,70000812,Are-La ,Piura Terminal,711485sf67,2018-5-17
6275,70001838,Cus-Ama,Terrapuerto Trujillo,aeh9lf2w8h,2018-2-3
6276,70000880,Piu-San,Terrapuerto Trujillo,k5i1upr6d4,2018-12-13
6277,70000566,Hua-Cus,Sullana,4116662623,2018-1-11
6278,70000402,Lor-Lim,Plaza Norte,dkjmx4ax1c,2018-5-15
6279,70000724,San-Uca,Talara,tbet1j40a3,2018-8-8
6280,70000122,Pun-Hua,Terrapuerto Trujillo,xae6815380,2018-9-8
6281,70001081,Pun-Are,Oficina Bolivar,i0mq4q355f,2018-4-22
6282,70001967,Apu-Are,Sullana,8vf32f2238,2018-10-6
6283,70000662,Hua-San,Chiclayo,ak0u9n6882,2018-8-15
6284,70000591,La -Lim,Paita,rfwdnv90l6,2018-10-3
6285,70001016,Lam-Caj,Paita Terminal,g435a4krs0,2018-11-1
6286,70001486,La -San,Sullana,v450je7a10,2018-11-5
6287,70001344,Uca-Tum,Chiclayo,it08sd1vhc,2018-6-8
6288,70000703,Apu-Ica,Los Organos,u1l5ttn9j2,2018-9-27
6289,70001132,Mad-Caj,Máncora,qf75w73nms,2018-1-23
6290,70000581,Pun-Lor,Lima,rcl4c2nrm3,2018-4-5
6291,70000389,Lim-Lor,Paita,125i650gl8,2018-2-6
6292,70000079,Lor-Hua,Plaza Norte,d5nsp16tvj,2018-8-8
6293,70000564,Piu-Cal,Oficina Bolivar,7443p619r3,2018-6-20
6294,70000409,Lam-Cal,Oficina Juan Pablo,7484pr6133,2018-5-7
6295,70000372,Aya-Are,Oficina Bolivar,831alj7h2x,2018-7-4
6296,70001473,Piu-Are,Lima,r8vb1q14md,2018-12-6
6297,70001258,Aya-San,Paita,94d6q30p39,2018-4-7
6298,70000836,Hua-Aya,Piura Terminal,718wk2cji8,2018-7-19
6299,70000818,Aya-Lam,Terrapuerto Trujillo,pbwbxdxc60,2018-2-9
6300,70001503,Hua-Jun,Piura Terminal,6530t632k1,2018-4-17
6301,70001997,Piu-Cal,Piura Terminal,f86l51iie2,2018-10-24
6302,70000119,Caj-Tum,Terrapuerto Trujillo,v8u85t5e4t,2018-10-2
6303,70001861,Lam-Mad,Lima,w9u60tr4v8,2018-2-28
6304,70001909,Anc-Are,Máncora,a73bk7i532,2018-9-21
6305,70000333,Lor-Hua,Paita Terminal,v450je7a10,2018-6-22
6306,70000724,Jun-San,Lima,hkxm4m5600,2018-6-8
6307,70001572,Moq-Ica,Chimbote,19t0to4g68,2018-4-21
6308,70001995,Lor-Caj,Chiclayo,7194ju8595,2018-3-27
6309,70001700,Piu-San,Los Organos,366sq2e2km,2018-1-23
6310,70000047,Aya-Lam,Talara,m5280i837h,2018-10-19
6311,70000674,Lor-San,Lima,q42bwui518,2018-3-15
6312,70001063,Tum-Cus,Oficina Bolivar,j26cp8pn15,2018-5-11
6313,70000734,Cus-Ama,Paita Terminal,1efrjn90pa,2018-1-17
6314,70001646,Hua-Jun,Tumbes,d8o39xg36k,2018-12-17
6315,70000734,Cus-Ica,Sullana,v450je7a10,2018-1-17
6316,70000133,Apu-San,Lima,9s84d0x7em,2018-3-20
6317,70001729,Lam-La ,Paita Terminal,fu0j5jm627,2018-12-2
6318,70000634,Cus-Ica,Oficina Bolivar,9ve8m5t4q5,2018-10-2
6319,70001661,Lam-Aya,Piura Terminal,cgt34swhuo,2018-4-5
6320,70001581,Apu-Ica,Oficina Juan Pablo,ku68w8r7ob,2018-5-23
6321,70000796,Lam-Anc,Chimbote,8iwrrlni2v,2018-5-28
6322,70001521,Hua-Jun,Chimbote,2e5q542o8o,2018-7-13
6323,70001068,Ica-Uca,Plaza Norte,mqoveub9b1,2018-6-16
6324,70001582,Hua-Hua,Paita,qta9n4f506,2018-12-2
6325,70000719,Caj-Apu,Tumbes,9v61jxlwpw,2018-2-19
6326,70001592,Tum-La ,Tumbes,97trp9r458,2018-7-1
6327,70001224,Tac-Lor,Paita Terminal,g0d31m2ud3,2018-7-5
6328,70000602,Are-Lam,Tumbes,ole2trhlah,2018-12-4
6329,70001203,Hua-Anc,Talara,305c27c51k,2018-1-14
6330,70000598,Ama-Uca,Lima,ovh5fp5vlw,2018-1-12
6331,70001042,Hua-Are,Terrapuerto Trujillo,wr3961i4gg,2018-6-3
6332,70001265,Pun-Lim,Plaza Norte,u1vv20ue77,2018-4-21
6333,70001440,Pun-Are,Tumbes,5a9n657gj1,2018-6-2
6334,70001748,Ama-Uca,Chiclayo,1pqx6nf9dc,2018-2-15
6335,70001447,Lam-Uca,Paita Terminal,i8j032h9kt,2018-12-14
6336,70001440,Pas-Ica,Chimbote,xct5dw89vt,2018-12-8
6337,70001798,La -Tac,Paita,ef54p83ua1,2018-5-10
6338,70000924,Ama-Apu,Lima,5hh1628s3e,2018-2-9
6339,70000727,La -San,Oficina Bolivar,468qw1vx09,2018-9-7
6340,70001239,Apu-Ica,Piura Terminal,x2bl708c07,2018-5-18
6341,70000690,Lor-Ica,Plaza Norte,760gow8o69,2018-5-2
6342,70001447,Uca-Hua,Oficina Juan Pablo,xx3f5e5w78,2018-8-15
6343,70000162,Hua-Pas,Piura Terminal,1e35dn63e7,2018-3-4
6344,70001388,Piu-Ama,Paita Terminal,37l9ocsob3,2018-12-6
6345,70000011,Lor-Hua,Terrapuerto Trujillo,ku68w8r7ob,2018-12-9
6346,70000517,Hua-Lim,Paita,r5o6stvo91,2018-10-1
6347,70001545,Ica-Pun,Paita Terminal,dg3nf9f9ba,2018-2-19
6348,70000261,Apu-Cal,Piura Terminal,7dudc1mrak,2018-5-8
6349,70000471,Cus-La ,Talara,u84i081820,2018-6-9
6350,70000614,San-La ,Tumbes,jsgke28lnx,2018-10-18
6351,70001155,Moq-Cus,Tumbes,rl68wqc772,2018-3-16
6352,70001832,Moq-Piu,Los Organos,nqsj6q740o,2018-12-2
6353,70001245,Tac-Caj,Chimbote,5hh1628s3e,2018-1-26
6354,70000070,Pas-Pun,Lima,xae6815380,2018-1-16
6355,70000567,Anc-Lor,Plaza Norte,vc8wotvu46,2018-1-13
6356,70000459,Tum-La ,Plaza Norte,mqoveub9b1,2018-4-26
6357,70001717,Ica-Pas,Paita Terminal,hev274nq62,2018-11-22
6358,70001742,Lam-Mad,Chimbote,734a1tg86v,2018-2-15
6359,70000060,Caj-Pun,Chiclayo,9n93as50dk,2018-11-7
6360,70001937,Apu-Ama,Chiclayo,6knuao812p,2018-4-9
6361,70001277,Hua-Ama,Tumbes,7geje1710t,2018-4-28
6362,70000601,Tum-Caj,Sullana,p504o91215,2018-2-5
6363,70000892,Piu-Ica,Oficina Bolivar,48o0d0kkq3,2018-12-21
6364,70001656,Ica-Piu,Plaza Norte,f22v06h3mc,2018-3-19
6365,70000104,Cal-Ama,Piura Terminal,pqm32bu7h6,2018-12-16
6366,70001717,Moq-Caj,Talara,36352o9n4k,2018-1-5
6367,70000092,Caj-Lam,Máncora,88r9dt4623,2018-6-23
6368,70001034,Caj-Pas,Lima,snthl2w0b7,2018-12-7
6369,70001657,Cal-Lim,Tumbes,94d6q30p39,2018-7-13
6370,70001712,Apu-Cal,Piura Terminal,42040vctp0,2018-12-15
6371,70000091,Pas-Pun,Plaza Norte,55w7f9l4n2,2018-10-20
6372,70001724,Lam-Caj,Plaza Norte,06g352652l,2018-8-15
6373,70001744,San-Cal,Sullana,ghvt75unt5,2018-7-27
6374,70000312,Are-La ,Piura Terminal,f81ss5fh02,2018-2-13
6375,70001722,La -Lim,Paita,74dkmqp92p,2018-10-6
6376,70000192,Cal-Pun,Lima,d6jvv30s5b,2018-5-3
6377,70000478,Tac-Lim,Los Organos,7194ju8595,2018-11-11
6378,70001346,Cal-Lim,Máncora,i0mq4q355f,2018-9-10
6379,70000668,Uca-Tum,Terrapuerto Trujillo,725gl430lj,2018-4-27
6380,70000750,Aya-Cus,Los Organos,vc8wotvu46,2018-8-13
6381,70001906,Moq-Are,Oficina Juan Pablo,6hm1c8415s,2018-3-21
6382,70000266,Hua-Pas,Los Organos,9728xg6ldn,2018-6-7
6383,70000112,Are-Ama,Paita Terminal,1o6x2h6cls,2018-6-14
6384,70000245,Hua-Jun,Los Organos,ksrw7m5uq7,2018-9-18
6385,70000508,Tum-Aya,Paita,uc3742l492,2018-1-24
6386,70000927,Apu-Anc,Chimbote,td65vtw15f,2018-7-18
6387,70000635,Ama-Tac,Tumbes,f109vlsqs5,2018-4-4
6388,70000694,Hua-Are,Piura Terminal,q9a1eum83s,2018-12-21
6389,70000872,Caj-Cal,Piura Terminal,n05924r0pt,2018-8-11
6390,70001647,Uca-Hua,Plaza Norte,t13d54x47e,2018-4-2
6391,70001326,Are-Caj,Sullana,7d1rv2786b,2018-11-7
6392,70001893,Aya-Ica,Oficina Juan Pablo,op6k7i3nu1,2018-3-7
6393,70000022,Lam-Mad,Oficina Juan Pablo,uv85k371gd,2018-8-2
6394,70000697,Tac-Caj,Lima,xv384q1px3,2018-6-23
6395,70000037,Pun-Pas,Paita,1oo4083geb,2018-1-2
6396,70000340,Lor-Anc,Paita,pbwbxdxc60,2018-3-8
6397,70001671,Lor-Mad,Oficina Juan Pablo,44px6f5111,2018-4-8
6398,70000237,Mad-Caj,Paita Terminal,29r1w34120,2018-12-16
6399,70000040,Caj-San,Tumbes,njpwo5p610,2018-4-17
6400,70000197,Pun-Lim,Máncora,dkjmx4ax1c,2018-8-26
6401,70001368,Apu-Anc,Paita,vc8wotvu46,2018-9-6
6402,70001988,Jun-Ama,Talara,q7ck3954t6,2018-11-22
6403,70001560,Are-Lam,Paita Terminal,f5hik8783w,2018-11-7
6404,70001378,Tum-Hua,Terrapuerto Trujillo,ba272drcm3,2018-6-10
6405,70001433,Apu-Anc,Piura Terminal,84j3ma2c52,2018-2-10
6406,70001779,Pas-Apu,Sullana,ka6la0qm2s,2018-12-22
6407,70000211,Ica-Uca,Piura Terminal,mta9u40982,2018-5-16
6408,70001334,Piu-Cal,Paita,9v61jxlwpw,2018-12-21
6409,70001823,Are-Pun,Terrapuerto Trujillo,snthl2w0b7,2018-4-13
6410,70001982,Hua-Pas,Terrapuerto Trujillo,t13d54x47e,2018-7-21
6411,70000532,Aya-Hua,Los Organos,0r20h63phi,2018-12-10
6412,70001963,Uca-Are,Los Organos,7r63c4vx46,2018-12-1
6413,70001007,Aya-Ica,Terrapuerto Trujillo,si5o217v21,2018-3-24
6414,70001245,Hua-Tum,Sullana,ejc298g24e,2018-11-5
6415,70001047,Anc-Are,Lima,ksrw7m5uq7,2018-1-11
6416,70000650,Piu-Are,Terrapuerto Trujillo,n6x9i2j9l6,2018-7-3
6417,70001937,Mad-Jun,Tumbes,i33qdfk7rr,2018-10-17
6418,70001265,Caj-Cal,Paita,shj60h024u,2018-10-5
6419,70001016,Hua-Are,Oficina Juan Pablo,ka6la0qm2s,2018-10-25
6420,70000270,La -Tum,Plaza Norte,xv384q1px3,2018-12-26
6421,70000141,Ama-Uca,Tumbes,968gf0g5tk,2018-2-28
6422,70001847,Tac-Lim,Lima,ku68w8r7ob,2018-12-14
6423,70001165,Apu-Pas,Los Organos,5kbl0v7j09,2018-10-19
6424,70001599,Moq-Hua,Oficina Bolivar,vptjb6p359,2018-8-19
6425,70001918,Piu-Anc,Plaza Norte,v450je7a10,2018-6-3
6426,70000048,Ica-Ama,Plaza Norte,i4n39jjaio,2018-12-21
6427,70000897,Uca-Hua,Tumbes,kai48li57j,2018-4-18
6428,70000147,Pun-Jun,Lima,flx75ss8e9,2018-4-15
6429,70001763,Moq-Piu,Sullana,29r1w34120,2018-5-16
6430,70001029,Pun-San,Terrapuerto Trujillo,1o6x2h6cls,2018-6-3
6431,70000326,Are-Pas,Piura Terminal,6gqw2910er,2018-12-17
6432,70000777,Aya-Jun,Sullana,6m9s9ju86m,2018-10-27
6433,70001996,Caj-Hua,Máncora,4nv4ki42sd,2018-10-19
6434,70000415,Tum-Caj,Chimbote,mwv58w3su0,2018-12-11
6435,70001802,Piu-Anc,Tumbes,6m9s9ju86m,2018-10-15
6436,70000413,Piu-Cal,Paita,xm4qfvepum,2018-10-11
6437,70001065,Cal-Lim,Máncora,55w7f9l4n2,2018-3-13
6438,70001099,Pas-Ica,Talara,7o98u20vf5,2018-5-6
6439,70000884,Ica-Pas,Chiclayo,rv275865qs,2018-4-26
6440,70000988,Hua-San,Sullana,s4nau97lws,2018-5-24
6441,70001154,Tum-Caj,Chimbote,6f86nx1u99,2018-11-2
6442,70001096,Piu-Are,Paita Terminal,286867m668,2018-5-23
6443,70001663,Hua-Piu,Chiclayo,t890pb824o,2018-10-3
6444,70000889,Hua-Jun,Los Organos,6f86nx1u99,2018-9-26
6445,70001355,Moq-Piu,Los Organos,65mkp65j27,2018-9-11
6446,70001925,Ica-La ,Máncora,d8o39xg36k,2018-2-2
6447,70001729,Lor-Lim,Paita Terminal,94d6q30p39,2018-5-15
6448,70000376,Ica-Tum,Los Organos,si5o217v21,2018-4-16
6449,70000071,Aya-San,Oficina Juan Pablo,vc8wotvu46,2018-7-6
6450,70000782,Piu-Anc,Lima,7d1rv2786b,2018-8-22
6451,70000886,San-Piu,Chimbote,i4n39jjaio,2018-2-2
6452,70000015,Tac-Jun,Paita,p9wqleqe3j,2018-5-4
6453,70000290,Cus-Lim,Paita,8f6n0v1v1q,2018-2-23
6454,70001363,Tum-La ,Oficina Juan Pablo,3916w24jm3,2018-11-1
6455,70001041,Pas-Pun,Chimbote,a4u7csvfa6,2018-10-23
6456,70001643,Ica-Ama,Máncora,bi5obvxudo,2018-6-4
6457,70000233,La -Tac,Plaza Norte,vgq0o6q92s,2018-6-27
6458,70000708,Lim-Hua,Lima,c8sal29t74,2018-12-24
6459,70001737,Caj-Cal,Piura Terminal,qf75w73nms,2018-3-28
6460,70001855,Apu-Pas,Paita,r2vp1o1cvv,2018-2-26
6461,70001060,Lor-Caj,Plaza Norte,5562n7q55i,2018-6-20
6462,70001458,Ica-Tum,Piura Terminal,ku68w8r7ob,2018-4-5
6463,70000758,Cal-Ama,Piura Terminal,7d1rv2786b,2018-7-24
6464,70001727,San-Tum,Paita Terminal,9u981eq2f7,2018-11-21
6465,70000667,Caj-Ama,Los Organos,718wk2cji8,2018-12-2
6466,70000328,Lam-Aya,Oficina Bolivar,i72a58q142,2018-11-28
