Cod_capacitacion,DNI_ponente,Fecha
3064,35245115,2013-8-15
3065,86150680,2016-11-7
3066,94581214,2015-3-5
3067,89438142,2014-2-10
3068,19854926,2015-2-7
3069,78558927,2016-2-3
3070,64942747,2016-6-10
3071,15708458,2013-11-13
3072,70993783,2015-2-23
3073,52493912,2016-2-1
3074,38082294,2013-8-27
3075,87601568,2013-2-16
3076,82363777,2015-9-16
3077,79057226,2014-6-1
3078,56838295,2015-5-13
3079,96519266,2015-3-0
3080,31459146,2016-10-7
3081,09210177,2015-7-17
3082,63283950,2014-10-18
3083,31415071,2015-11-17
3084,04208821,2015-6-4
3085,29865148,2015-4-26
3086,23775710,2016-9-2
3087,61286673,2015-4-23
3088,82188166,2013-1-11
3089,40846506,2015-6-28
3090,30549304,2016-2-21
3091,68912359,2016-6-23
3092,35688535,2015-10-3
3093,48180098,2013-8-19
3094,50799757,2016-10-16
3095,28590559,2014-8-8
3096,11810374,2016-1-22
3097,62591110,2015-3-3
3098,94362906,2016-9-8
3099,92558598,2014-2-4
3100,43578549,2015-12-22
3101,57901679,2015-10-13
3102,54428514,2016-4-12
3103,88764605,2015-11-2
3104,01791534,2015-11-25
3105,63175131,2013-7-8
3106,91459603,2016-9-2
3107,50623823,2014-8-28
3108,91741381,2015-5-15
3109,97798026,2014-2-7
3110,77018477,2013-1-14
3111,14121798,2015-11-8
3112,65837503,2013-12-27
3113,34961065,2014-11-0
3114,39029957,2015-11-15
3115,44793386,2014-10-9
3116,42300856,2014-6-13
3117,37723642,2015-3-17
3118,77744877,2015-12-17
3119,52701020,2014-3-12
3120,75013230,2014-10-20
3121,35327215,2013-2-20
3122,59379030,2016-1-28
3123,12736808,2014-2-26
3124,77991073,2015-6-10
3125,27236765,2016-1-18
3126,23141584,2016-7-4
3127,50999438,2013-10-25
3128,69449826,2016-5-4
3129,09863453,2014-5-15
3130,40514624,2014-4-23
3131,03917495,2013-6-6
3132,92371206,2015-3-27
3133,90490423,2015-1-15
3134,94229690,2015-4-15
3135,70414756,2013-6-9
3136,81517980,2014-2-0
3137,65775223,2015-1-28
3138,30535617,2016-3-11
3139,98119907,2016-3-2
3140,24942601,2013-8-25
3141,84732384,2016-5-6
3142,67246203,2016-11-14
3143,94875885,2016-5-6
3144,80704327,2014-7-15
3145,07721783,2015-5-14
3146,52047118,2016-1-8
3147,83486334,2015-5-13
3148,88000799,2016-11-15
3149,81435458,2016-2-21
3150,81482248,2013-8-24
3151,12759219,2016-3-25
3152,87247204,2013-3-1
3153,38445952,2016-3-16
3154,63473455,2015-6-0
3155,46157648,2014-9-16
3156,52959284,2016-6-8
3157,17529321,2016-4-10
3158,35126263,2015-12-13
3159,02431962,2014-7-1
3160,70017969,2014-6-22
3161,69422739,2013-3-4
3162,68592050,2016-7-6
3163,38197424,2016-8-18
3164,34414703,2014-6-0
3165,77113210,2013-5-28
3166,82188166,2016-2-26
3167,84916419,2013-2-27
3168,57820724,2015-1-21
3169,46767288,2016-4-23
3170,59731102,2014-5-15
3171,40549922,2013-6-3
3172,92254014,2016-7-17
3173,90758379,2016-9-1
3174,25547030,2014-6-20
3175,70732764,2015-1-24
3176,94585049,2014-12-15
3177,39673425,2015-9-6
3178,73457381,2014-7-17
3179,97161097,2016-8-25
3180,78565585,2014-12-7
3181,70911232,2016-9-21
3182,94291600,2014-11-15
3183,38052658,2015-5-21
3184,43702826,2013-9-19
3185,47411076,2014-7-1
3186,87165796,2013-4-4
3187,38543191,2015-6-23
3188,70884620,2013-9-5
3189,23235295,2013-8-19
3190,15639756,2014-6-13
3191,32999141,2015-11-27
3192,84131150,2016-3-10
3193,94335176,2013-12-14
3194,67708009,2015-2-15
3195,26706571,2015-7-16
3196,19008503,2015-4-27
3197,00605831,2015-1-20
3198,81254155,2015-10-6
3199,65543661,2016-3-18
3200,75073623,2013-11-10
3201,06497175,2014-5-26
3202,93263265,2014-6-2
3203,13218182,2016-8-24
3204,86498238,2015-3-15
3205,21003284,2016-8-9
3206,71000869,2013-4-9
3207,01693272,2014-12-27
3208,65426691,2014-9-5
3209,51461504,2014-9-27
3210,72776894,2015-11-6
3211,39739869,2014-12-25
3212,59905778,2015-7-26
3213,68687933,2014-2-26
3214,34211286,2013-8-21
3215,14572635,2015-12-14
3216,64733193,2016-4-28
3217,76468993,2016-10-22
3218,25788247,2016-6-22
3219,26389146,2013-3-15
3220,68221095,2013-1-0
3221,74969750,2014-10-25
3222,11729632,2013-5-2
3223,88865607,2016-4-11
3224,38526323,2015-9-2
3225,51482445,2014-11-13
3226,11646488,2016-11-20
3227,09167683,2013-5-26
3228,84851316,2013-7-20
3229,99656420,2016-11-13
3230,75153395,2016-3-0
3231,15318655,2014-9-25
3232,32353301,2014-6-16
3233,38612025,2016-2-3
3234,36990839,2013-4-28
3235,04033002,2016-6-16
3236,51956084,2016-9-26
3237,30213957,2016-4-12
3238,08168663,2014-10-11
3239,59759954,2015-11-5
3240,43378044,2016-1-20
3241,97358184,2015-5-21
3242,27612441,2013-1-25
3243,08073920,2015-9-6
3244,93207979,2013-8-24
3245,23862406,2015-4-22
3246,26885317,2014-3-3
3247,30779103,2013-1-5
3248,04264215,2014-4-2
3249,03602853,2013-4-9
3250,32418882,2016-4-22
3251,52843113,2016-3-9
3252,63099293,2015-12-19
3253,51685652,2016-6-27
3254,25783513,2016-11-20
3255,49201100,2015-6-11
3256,43215752,2013-8-27
3257,50889608,2015-4-7
3258,15800129,2016-5-21
3259,89601449,2015-7-1
3260,79898257,2015-11-18
3261,57054924,2016-10-15
3262,10972919,2016-1-6
3263,86932326,2014-4-18
3264,12294944,2015-8-1
3265,61167406,2016-7-20
3266,46353628,2015-11-15
3267,33082027,2014-8-18
3268,33483275,2014-3-24
3269,60040556,2016-10-18
3270,63135340,2014-8-6
3271,33599254,2015-6-22
3272,93688383,2013-2-9
3273,87594374,2013-1-3
3274,04031732,2016-3-19
3275,31156301,2014-10-4
3276,44240241,2016-4-3
3277,97182639,2013-1-19
3278,21516247,2016-10-3
3279,77172701,2015-7-14
3280,83238413,2013-8-11
3281,43259082,2016-9-8
3282,93604558,2015-11-13
3283,25075545,2016-6-14
3284,82242384,2013-8-24
3285,75489746,2016-12-23
3286,13283069,2013-1-5
3287,41653343,2016-5-0
3288,36990839,2016-9-15
3289,80256745,2013-10-25
3290,91607594,2016-5-13
3291,44801332,2014-3-7
3292,46797311,2014-11-5
3293,68187253,2014-9-22
3294,41720365,2013-10-26
3295,49250040,2015-4-4
3296,14510772,2016-6-20
3297,09390612,2016-7-7
3298,75264540,2015-9-3
3299,31159821,2015-3-13
3300,84018617,2013-5-3
3301,74549947,2013-4-16
3302,25211918,2013-10-7
3303,79889597,2013-11-11
3304,30616463,2013-5-2
3305,04967568,2015-11-9
3306,63150879,2015-7-3
3307,05584574,2013-2-8
3308,76519106,2014-6-14
3309,61775631,2013-4-12
3310,13366591,2013-3-28
3311,95883288,2013-12-28
3312,98661024,2016-4-5
3313,77879726,2014-2-25
3314,50487955,2016-7-3
3315,25775514,2013-1-13
3316,04744003,2014-9-5
3317,34343536,2016-6-18
3318,11266046,2016-5-23
3319,10306355,2016-11-14
3320,53685945,2014-12-19
3321,99556371,2013-8-26
3322,36144393,2015-2-11
3323,16495523,2014-10-26
3324,22540692,2014-3-14
3325,59011761,2016-9-28
3326,75969944,2014-3-8
3327,46826943,2013-11-11
3328,56430175,2014-5-23
3329,69013677,2013-7-0
3330,81022711,2016-11-7
3331,20580892,2016-12-24
3332,57467128,2015-6-1
3333,36025899,2014-8-10
3334,57239372,2014-3-26
3335,32783041,2013-11-8
3336,88120146,2016-5-11
3337,30779103,2015-6-3
3338,63176096,2016-10-25
3339,37815001,2013-12-3
3340,25944683,2013-11-5
3341,70922731,2014-5-27
3342,77181268,2015-4-8
3343,04031732,2014-8-24
3344,52083172,2016-12-0
3345,00359264,2013-9-17
3346,92863330,2014-8-16
3347,17480623,2015-6-14
3348,80274468,2016-9-11
3349,20494671,2013-1-20
3350,05446747,2016-4-26
3351,89432948,2016-5-10
3352,41674615,2016-1-7
3353,07470191,2014-11-27
3354,54179775,2015-3-20
3355,59461373,2016-6-25
3356,83286829,2014-8-24
3357,69013677,2016-8-13
3358,45840961,2015-2-0
3359,26198995,2014-12-19
3360,34487065,2013-5-24
3361,61107982,2015-4-11
3362,61675247,2014-5-1
3363,32350906,2014-5-2
3364,03444837,2016-7-17
3365,87113549,2014-2-21
3366,12313723,2015-7-21
3367,35677236,2015-6-23
3368,11544476,2014-3-8
3369,25434131,2014-3-4
3370,73296255,2015-2-1
3371,38626639,2014-6-26
3372,71873463,2016-3-15
3373,55648697,2016-3-26
3374,70931320,2013-5-27
3375,18832517,2014-12-12
3376,83312209,2015-4-3
3377,50792934,2015-11-26
3378,47898342,2016-5-17
3379,37855756,2014-7-1
3380,21913421,2013-11-9
3381,29757541,2013-1-18
3382,62258142,2013-11-19
3383,10027821,2014-12-20
3384,08120744,2016-3-12
3385,46047071,2013-10-11
3386,00920073,2014-6-0
3387,61734951,2016-4-27
3388,13931484,2014-1-23
3389,98206980,2013-10-28
3390,56965782,2016-10-23
3391,70147015,2013-12-6
3392,32071311,2014-12-13
3393,87388333,2013-3-5
3394,38077611,2016-10-21
3395,20749342,2013-9-24
3396,70603900,2013-8-1
3397,56839458,2013-2-27
3398,23220582,2015-4-17
3399,59078586,2015-10-10
3400,45442225,2014-4-9
3401,60697244,2014-8-14
3402,24524598,2013-5-5
3403,55296969,2014-7-18
3404,96060245,2014-11-19
3405,86799149,2013-8-19
3406,43917193,2015-8-5
3407,36465423,2013-9-23
3408,83056189,2016-8-15
3409,20714384,2015-11-6
3410,43825172,2016-5-2
3411,04182712,2015-8-17
3412,02069323,2014-4-11
3413,84983278,2015-5-13
3414,83594903,2016-6-19
3415,57198454,2014-12-26
3416,27732536,2015-9-15
3417,68487115,2015-10-15
3418,23361924,2014-4-4
3419,12886339,2015-8-24
3420,99221387,2015-6-22
3421,61102637,2014-6-11
3422,68322982,2016-5-11
3423,82764731,2016-6-23
3424,33240098,2014-2-15
3425,35310329,2015-6-9
3426,40500284,2013-3-1
3427,19715609,2014-7-4
3428,41122829,2013-5-18
3429,16219506,2015-8-4
3430,68427048,2016-7-27
3431,75831757,2016-3-10
3432,83340138,2013-5-16
3433,48344919,2014-1-22
3434,97618520,2016-6-8
3435,70958717,2016-5-22
3436,31758137,2013-10-27
3437,38308306,2013-8-23
3438,50371580,2014-2-13
3439,62483870,2016-1-3
3440,77351126,2014-12-28
3441,27237917,2013-9-27
3442,35086104,2014-6-4
3443,99007176,2014-5-9
3444,72217679,2014-10-14
3445,39308893,2013-9-6
3446,80787616,2014-8-26
3447,13271290,2016-2-24
3448,81127820,2013-11-23
3449,39921969,2015-4-2
3450,92242724,2014-12-16
3451,14598896,2016-4-18
3452,39921969,2013-10-3
3453,71792861,2014-1-22
3454,86780580,2016-3-22
3455,32840541,2016-7-7
3456,52752522,2013-11-23
3457,12490323,2014-5-8
3458,80247192,2016-2-20
3459,28603229,2013-2-28
3460,29774528,2015-2-0
3461,40393628,2014-8-19
3462,70587742,2014-1-15
3463,58385690,2015-10-13
3464,88281543,2016-6-7
3465,24849678,2014-8-27
3466,67682166,2013-5-6
3467,28354072,2015-2-13
3468,66861880,2015-8-20
3469,00586116,2015-10-22
3470,19299955,2014-10-16
3471,00730647,2016-10-22
3472,63414755,2016-5-10
3473,41636471,2016-12-2
3474,07924704,2016-4-1
3475,90655738,2013-10-28
3476,61490695,2013-11-18
3477,21870990,2016-5-7
3478,89357613,2015-11-17
3479,97587080,2013-9-23
3480,90713954,2013-8-25
3481,63776545,2015-1-28
3482,06334356,2013-12-12
3483,49662052,2014-10-5
3484,94441682,2016-9-24
3485,57073693,2014-3-6
3486,52610308,2013-5-8
3487,53882772,2013-8-12
3488,41620489,2015-12-7
3489,63099293,2016-9-20
3490,72183854,2013-10-25
3491,84934258,2015-8-9
3492,11104764,2016-3-5
3493,37697972,2013-8-21
3494,67362413,2016-8-4
3495,62841076,2016-10-15
3496,15511262,2013-3-10
3497,05320909,2015-1-8
3498,15681329,2014-8-1
3499,17383886,2015-11-1
3500,36031430,2013-4-9
3501,95335954,2015-2-19
3502,16295067,2014-4-4
3503,44799854,2013-8-1
3504,00339220,2014-12-23
3505,24378334,2016-4-7
3506,00233916,2015-2-2
3507,24864317,2016-8-18
3508,94782339,2016-4-22
3509,93973650,2014-12-13
3510,47291442,2015-2-14
3511,40723422,2013-12-15
3512,78330644,2016-12-28
3513,55482804,2015-12-0
3514,83568736,2013-7-6
3515,30234075,2015-7-5
3516,33016288,2014-10-25
3517,83529322,2013-3-24
3518,55441953,2016-3-2
3519,11164437,2015-6-22
3520,19233853,2013-11-27
3521,56379699,2014-3-13
3522,09289531,2014-5-20
3523,09279760,2015-11-25
3524,36665746,2016-7-12
3525,48241084,2013-11-1
3526,01102017,2014-8-9
3527,20746187,2013-10-9
3528,43400025,2013-4-16
3529,40906456,2015-8-8
3530,37890951,2016-6-16
3531,81436695,2016-3-25
3532,70394941,2013-7-8
3533,53624651,2014-8-2
3534,56447849,2015-6-27
3535,32135376,2015-2-13
3536,15681329,2013-3-17
3537,24525001,2014-4-21
3538,58482517,2014-4-1
3539,83797420,2014-10-9
3540,04711059,2013-5-13
3541,23107628,2016-5-7
3542,86632864,2014-5-13
3543,38866179,2014-3-26
3544,66692803,2013-3-4
3545,91722593,2014-2-28
3546,45104456,2014-3-5
3547,80319569,2016-11-10
3548,76075290,2015-8-6
3549,98342936,2016-4-7
3550,58612122,2016-12-11
3551,93688067,2014-3-1
3552,54876316,2013-3-23
3553,18751352,2016-4-12
3554,85385619,2014-4-13
3555,28359274,2014-12-4
3556,17032323,2016-1-28
3557,97659449,2013-6-23
3558,61849719,2013-12-17
3559,81721714,2014-3-6
3560,88446498,2013-9-27
3561,41022645,2016-3-4
3562,77598143,2014-4-23
3563,34570424,2015-1-15
3564,09859905,2014-8-4
3565,06536535,2013-4-24
3566,84654321,2015-1-3
3567,51147009,2015-4-24
3568,88412235,2016-3-22
3569,97660715,2014-3-6
3570,14763930,2014-12-21
3571,56881549,2016-12-2
3572,63166586,2015-2-19
3573,38796693,2013-3-15
3574,23877143,2015-2-1
3575,44954813,2013-6-26
3576,12736808,2016-6-21
3577,36600537,2016-10-6
3578,25750766,2013-5-3
3579,16896487,2016-6-2
3580,12510730,2015-10-21
3581,86822549,2016-5-21
3582,02467387,2014-2-0
3583,25509931,2015-11-0
3584,29949918,2013-9-3
3585,28645487,2014-6-3
3586,68092572,2014-5-22
3587,60406207,2014-5-11
3588,76962384,2015-11-7
3589,71627511,2015-6-16
3590,05855258,2015-3-14
3591,55682580,2014-3-19
3592,07721087,2015-8-3
3593,36335556,2013-5-7
3594,82237527,2013-5-2
3595,09068798,2014-12-2
3596,69460029,2014-6-10
3597,99583538,2015-5-18
3598,21447380,2015-3-20
3599,03842325,2013-7-19
3600,00108217,2014-6-17
3601,23014052,2014-2-26
3602,08581925,2015-10-1
3603,71736709,2013-9-15
3604,43097846,2014-11-19
3605,04858306,2015-3-24
3606,65305919,2013-10-26
3607,94229690,2016-10-18
3608,20580892,2015-10-11
3609,93125490,2015-7-26
3610,01175847,2016-2-0
3611,16223802,2014-6-20
3612,12430587,2013-1-16
3613,86034436,2015-4-25
3614,76566340,2013-9-8
3615,87594374,2014-12-6
3616,73680367,2013-11-6
3617,88955158,2013-1-8
3618,50169873,2014-11-16
3619,75948479,2013-7-13
3620,69176323,2015-12-23
3621,57031270,2015-11-8
3622,79396880,2015-7-24
3623,08107477,2014-5-20
3624,52520994,2015-1-8
3625,42047557,2013-3-2
3626,67523931,2014-4-1
3627,96859277,2014-5-0
3628,49215169,2016-4-0
3629,55241403,2014-11-1
3630,55055758,2013-5-18
3631,85249940,2013-9-0
3632,27178668,2014-2-4
3633,52013604,2013-4-20
3634,42273431,2015-3-6
3635,01306379,2015-4-8
3636,13189164,2015-8-7
3637,09849195,2014-10-16
3638,92754259,2014-7-24
3639,58907197,2015-5-26
3640,69088690,2014-3-4
3641,83601018,2014-9-6
3642,50654410,2015-5-0
3643,99081743,2016-8-10
3644,00912355,2015-6-15
3645,22643997,2015-6-26
3646,79195462,2016-3-6
3647,00843754,2015-4-6
3648,49698527,2014-3-5
3649,56414215,2015-9-20
3650,44015038,2013-4-9
3651,39101514,2015-1-27
3652,85081724,2014-9-28
3653,22384941,2014-2-5
3654,16751532,2016-7-8
3655,11989854,2014-1-20
3656,47008868,2016-8-17
3657,23200042,2016-9-7
3658,45301306,2016-5-17
3659,47056414,2014-11-13
3660,29647895,2015-8-10
3661,67860809,2013-3-19
3662,69803272,2013-8-15
3663,06515981,2013-9-21
3664,18895929,2016-6-7
3665,74821937,2015-12-22
3666,24849678,2016-8-18
3667,97139920,2014-11-11
3668,81692574,2015-6-27
3669,99856256,2013-4-20
3670,02023685,2015-1-8
3671,89062953,2013-7-19
3672,70373217,2016-7-7
3673,97248938,2014-3-2
3674,15504366,2014-3-24
3675,44737114,2014-1-27
3676,99458284,2014-8-17
3677,04043207,2015-5-19
3678,74499625,2013-9-17
3679,37815624,2015-6-24
3680,80192115,2016-5-0
3681,25509009,2015-3-12
3682,47559740,2013-6-7
3683,58683133,2014-11-1
3684,40215638,2014-3-20
3685,97216339,2015-7-25
3686,37944359,2015-1-15
3687,78688988,2014-5-16
3688,64629227,2013-6-3
3689,49136349,2016-2-28
3690,21547522,2015-3-9
3691,60945585,2013-10-9
3692,90548120,2016-4-2
3693,75345046,2015-12-8
3694,83540638,2016-8-28
3695,47005070,2013-8-4
3696,68426518,2013-7-18
3697,86269064,2016-5-9
3698,21959768,2016-8-23
3699,33649875,2014-5-0
3700,36752629,2013-8-2
3701,97830078,2015-11-15
3702,10963849,2014-4-18
3703,48894088,2015-5-21
3704,76794137,2015-2-8
3705,98963394,2014-1-25
3706,85760062,2016-9-10
3707,13426011,2014-6-18
3708,26030807,2014-12-2
3709,89061293,2014-6-19
3710,52007641,2014-1-4
3711,92530266,2014-11-24
3712,86783972,2016-4-10
3713,94811515,2016-9-0
3714,89900624,2013-6-9
3715,48442129,2015-5-6
3716,03521554,2016-6-25
3717,52885016,2016-1-22
3718,78138205,2014-4-8
3719,61407046,2014-10-26
3720,96120705,2014-11-26
3721,99917291,2015-2-14
3722,68521935,2015-8-23
3723,02290162,2016-8-10
3724,02290126,2013-8-4
3725,15203503,2013-7-3
3726,16646191,2014-8-27
3727,59759954,2013-1-22
3728,16490055,2016-8-16
3729,94774089,2013-10-25
3730,97854062,2013-6-2
3731,90565822,2013-5-17
3732,31444925,2013-11-18
3733,20465892,2014-12-5
3734,47411076,2015-9-0
3735,70457619,2013-4-23
3736,00236447,2015-3-1
3737,82568754,2013-6-13
3738,62485621,2015-11-13
3739,39800116,2015-8-21
3740,90361454,2015-4-10
3741,72380354,2015-4-4
3742,33319666,2016-11-8
3743,22738072,2015-5-1
3744,86778241,2016-9-28
3745,70388410,2015-6-19
3746,43191909,2016-5-16
3747,72405503,2016-3-16
3748,73686724,2014-8-19
3749,40689779,2015-3-21
3750,37939123,2013-9-19
3751,00860300,2014-10-11
3752,09235238,2015-7-6
3753,54307031,2013-11-0
3754,45210237,2015-8-20
3755,47291442,2014-7-20
3756,97729375,2014-5-28
3757,24550032,2015-7-24
3758,29231365,2016-4-13
3759,71672172,2014-9-26
3760,36765492,2015-12-12
3761,79783014,2014-8-23
3762,27688806,2016-12-0
3763,34579458,2014-2-11
3764,04231795,2014-6-21
3765,14091692,2016-8-3
3766,61925738,2016-8-3
3767,30506777,2016-3-26
3768,61102637,2014-3-18
3769,61538165,2014-7-26
3770,14812618,2014-2-11
3771,39450015,2015-1-13
3772,92777421,2014-8-17
3773,66524036,2016-2-5
3774,31566908,2013-2-13
3775,10888557,2013-2-16
3776,86498238,2016-6-9
3777,09281868,2016-8-27
3778,42643309,2013-7-28
3779,71912258,2015-2-14
3780,10306355,2013-7-24
3781,33515523,2013-3-0
3782,39693086,2013-8-1
3783,48343042,2013-2-3
3784,99042563,2015-11-19
3785,06525031,2014-10-26
3786,78645277,2016-6-9
3787,03519161,2015-9-14
3788,41976348,2015-4-10
3789,85575800,2015-4-23
3790,93817129,2016-8-18
3791,31064368,2013-8-26
3792,95540887,2014-12-17
3793,86585931,2013-5-21
3794,19628338,2014-11-5
3795,45496872,2015-1-20
3796,84621405,2016-5-13
3797,23121938,2016-3-9
3798,51076580,2014-2-11
3799,40465375,2014-2-21
3800,40202308,2013-11-10
3801,43244305,2015-3-26
3802,49909702,2013-4-21
3803,88232429,2016-10-0
3804,95732314,2014-7-3
3805,71661667,2013-4-25
3806,86887522,2014-6-9
3807,18506517,2015-6-8
3808,87540746,2016-3-27
3809,66572694,2013-10-20
3810,33067438,2013-2-20
3811,69669737,2015-7-12
3812,65774082,2013-3-0
3813,96718870,2014-1-11
3814,52101122,2015-4-18
3815,56676433,2013-6-27
3816,84820861,2016-10-17
3817,08582044,2016-7-2
3818,36665746,2016-9-26
3819,60226152,2015-10-6
3820,91088472,2016-4-21
3821,85552824,2016-6-23
3822,40633298,2013-12-10
3823,98015475,2013-6-21
3824,70202440,2015-2-10
3825,74324976,2013-8-20
3826,18771260,2016-1-19
3827,53371105,2014-12-10
3828,50365061,2015-1-13
3829,13982212,2014-12-8
3830,44297980,2016-10-21
3831,97182639,2015-8-7
3832,22519702,2014-7-24
3833,59864121,2014-4-5
3834,67706079,2016-11-19
3835,49502442,2014-5-28
3836,27184391,2013-6-2
3837,27042983,2013-2-5
3838,82139700,2016-12-20
3839,72219267,2015-11-9
3840,22916913,2013-10-20
3841,97738714,2013-2-0
3842,75628132,2016-6-18
3843,59674971,2014-2-16
3844,26911834,2015-7-1
3845,24477953,2013-5-28
3846,50905023,2016-2-28
3847,72163352,2016-4-9
3848,31263526,2013-6-28
3849,09066404,2015-4-10
3850,45635644,2013-10-20
3851,70338047,2015-11-2
3852,09498437,2014-5-23
3853,20371672,2013-5-28
3854,24133465,2014-1-11
3855,09563921,2016-6-16
3856,39984804,2016-5-16
3857,51917868,2016-9-3
3858,45590679,2014-10-2
3859,71490370,2016-6-24
3860,32823472,2014-7-5
3861,31750541,2015-2-9
3862,25934003,2015-10-9
3863,78145045,2015-5-21
3864,01842064,2013-10-9
3865,78419304,2014-3-8
3866,53339139,2016-9-7
3867,08184319,2014-7-16
3868,13781189,2013-5-20
3869,62183260,2015-10-19
3870,82387389,2015-12-12
3871,86768526,2016-7-17
3872,39173003,2016-6-25
3873,00341362,2016-5-18
3874,04046266,2013-3-3
3875,02732795,2013-4-6
3876,78372364,2013-6-13
3877,76273042,2015-2-11
3878,65181787,2013-8-4
3879,69860611,2015-4-9
3880,72926611,2013-9-26
3881,96160349,2014-11-15
3882,21747363,2014-10-21
3883,82191693,2014-9-3
3884,81877646,2015-10-11
3885,70895406,2015-6-22
3886,02410914,2013-11-1
3887,43370034,2014-2-24
3888,25211411,2014-11-20
3889,38802798,2014-10-1
3890,98528101,2015-12-22
3891,20636464,2013-6-6
3892,88695070,2015-12-10
3893,65653243,2013-12-20
3894,54083222,2014-11-2
3895,42543528,2016-4-19
3896,92469557,2015-12-24
3897,10092928,2013-8-22
3898,77824178,2016-9-26
3899,93833808,2015-8-19
3900,67636227,2015-8-0
3901,02834788,2016-10-24
3902,29183622,2013-12-12
3903,39886857,2016-7-22
3904,19233853,2015-9-24
3905,53109507,2016-10-1
3906,74041287,2014-1-14
3907,82918591,2016-7-21
3908,21747363,2015-6-13
3909,76499886,2016-9-18
3910,34528227,2013-1-15
3911,52187980,2016-8-14
3912,01220915,2016-9-6
3913,24368963,2014-6-24
3914,51566118,2014-7-18
3915,76422070,2014-11-12
3916,33985876,2016-3-12
3917,30764600,2015-2-22
3918,47699064,2015-5-27
3919,43032435,2016-6-18
3920,86034436,2014-10-22
3921,66350717,2015-6-13
3922,26608039,2013-8-6
3923,83306983,2014-6-15
3924,82764731,2016-1-24
3925,07801924,2014-9-27
3926,15338640,2013-6-8
3927,65762787,2016-11-4
3928,94705983,2013-11-6
3929,90766363,2016-5-1
3930,04826403,2016-10-1
3931,16486063,2015-5-25
3932,24539702,2013-12-8
3933,76794137,2013-12-15
3934,98669898,2013-11-16
3935,46034802,2013-10-20
3936,39374228,2016-8-5
3937,46152364,2016-6-15
3938,10506408,2015-12-11
3939,43865307,2016-3-5
3940,49620083,2015-2-19
3941,92998185,2013-12-8
3942,46737607,2014-3-3
3943,56455584,2013-1-22
3944,01941616,2016-6-7
3945,45156618,2015-6-14
3946,26498773,2013-7-2
3947,10659106,2014-9-7
3948,91634699,2015-2-13
3949,44122585,2014-4-11
3950,53477591,2015-9-6
3951,26996969,2013-12-27
3952,40920266,2013-9-15
3953,88257840,2014-4-15
3954,54876316,2014-3-28
3955,70760763,2015-5-14
3956,41554701,2014-11-14
3957,53083041,2015-11-8
3958,16579173,2015-10-14
3959,76075290,2013-12-24
3960,26049490,2016-6-10
3961,96461766,2013-9-23
3962,44122585,2015-11-28
3963,59193558,2015-11-11
3964,41128783,2013-1-10
3965,32840541,2015-4-21
3966,81436695,2013-1-14
3967,48414581,2013-4-17
3968,29901836,2013-3-21
3969,08509309,2015-10-0
3970,01167569,2016-8-22
3971,82353363,2014-2-13
3972,33273109,2014-4-10
3973,28154007,2015-4-7
3974,21671432,2016-2-19
3975,84814131,2013-2-2
3976,57248393,2016-12-11
3977,51146872,2013-5-13
3978,81655863,2013-11-5
3979,41190478,2016-11-23
3980,40933851,2014-9-20
3981,71247751,2016-3-5
3982,94210295,2016-10-3
3983,44854122,2016-2-13
3984,80356825,2013-10-15
3985,29959843,2014-2-11
3986,42981582,2016-11-8
3987,33610975,2013-11-0
3988,40882536,2015-2-3
3989,47672755,2016-4-19
3990,14874326,2014-11-6
3991,61615007,2016-9-1
3992,86046157,2014-7-18
3993,66041941,2013-5-6
3994,44647601,2015-4-23
3995,16811632,2015-7-3
3996,20093030,2016-3-13
3997,06213268,2014-7-18
3998,47352291,2013-2-20
3999,03684861,2015-6-17
4000,43825172,2016-2-18
4001,53706738,2014-12-10
4002,67429588,2015-6-23
4003,13614478,2013-7-25
4004,38522684,2013-12-24
4005,13905407,2014-7-12
4006,49387640,2013-8-4
4007,99728679,2013-11-19
4008,19844611,2016-9-18
4009,38602819,2016-7-9
4010,96965533,2016-11-13
4011,28836918,2014-8-2
4012,17683727,2015-6-27
4013,08591407,2016-9-24
4014,86445960,2016-5-21
4015,39014334,2015-4-20
4016,57670987,2016-6-2
4017,71474301,2016-12-24
4018,37201265,2014-6-0
4019,87701550,2013-6-24
4020,29483150,2015-4-22
4021,10564946,2016-2-28
4022,67859502,2014-4-4
4023,12111740,2015-9-20
4024,36730669,2014-8-21
4025,84851316,2015-11-12
4026,09324568,2013-11-2
4027,46522798,2013-3-1
4028,96638837,2015-5-2
4029,33152056,2015-3-17
4030,13547235,2014-10-22
4031,92298627,2014-9-1
4032,27325768,2016-4-10
4033,94210295,2014-1-19
4034,65531084,2015-1-16
4035,18266425,2016-6-8
4036,11044225,2014-10-28
4037,42479748,2016-3-1
4038,70568419,2013-3-24
4039,36020805,2015-8-22
4040,98930686,2015-1-19
4041,32350906,2013-6-14
4042,41922630,2015-12-11
4043,72625034,2013-3-25
4044,91026682,2013-5-23
4045,19299004,2016-5-24
4046,14504492,2015-12-4
4047,46132773,2016-6-12
4048,03967686,2014-10-14
4049,59102716,2016-4-18
4050,43954011,2015-11-21
4051,04406224,2014-1-28
4052,45635644,2013-3-17
4053,83763863,2016-1-23
4054,69139819,2013-12-27
4055,54336594,2013-9-13
4056,03595284,2014-3-14
4057,97655762,2014-5-16
4058,31841515,2016-12-6
4059,11446250,2016-4-15
4060,36599990,2015-2-19
4061,68049053,2015-3-18
